,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2
WNT7A_FZD4_LRP6,WNT7A_FZD4_LRP6,WNT,WNT7A,FZD4_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7A - (FZD4+LRP6)
WNT7A_FZD5_LRP6,WNT7A_FZD5_LRP6,WNT,WNT7A,FZD5_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7A - (FZD5+LRP6)
WNT7A_FZD6_LRP6,WNT7A_FZD6_LRP6,WNT,WNT7A,FZD6_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7A - (FZD6+LRP6)
WNT7A_FZD7_LRP6,WNT7A_FZD7_LRP6,WNT,WNT7A,FZD7_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7A - (FZD7+LRP6)
WNT7A_FZD8_LRP6,WNT7A_FZD8_LRP6,WNT,WNT7A,FZD8_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7A - (FZD8+LRP6)
WNT7A_FZD9_LRP6,WNT7A_FZD9_LRP6,WNT,WNT7A,FZD9_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7A - (FZD9+LRP6)
WNT7B_FZD1_LRP6,WNT7B_FZD1_LRP6,WNT,WNT7B,FZD1_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7B - (FZD1+LRP6)
WNT7B_FZD10_LRP6,WNT7B_FZD10_LRP6,WNT,WNT7B,FZD10_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7B - (FZD10+LRP6)
WNT7B_FZD2_LRP6,WNT7B_FZD2_LRP6,WNT,WNT7B,FZD2_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7B - (FZD2+LRP6)
WNT7B_FZD3_LRP6,WNT7B_FZD3_LRP6,WNT,WNT7B,FZD3_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7B - (FZD3+LRP6)
WNT7B_FZD4_LRP6,WNT7B_FZD4_LRP6,WNT,WNT7B,FZD4_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7B - (FZD4+LRP6)
WNT7B_FZD5_LRP6,WNT7B_FZD5_LRP6,WNT,WNT7B,FZD5_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7B - (FZD5+LRP6)
WNT7B_FZD6_LRP6,WNT7B_FZD6_LRP6,WNT,WNT7B,FZD6_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7B - (FZD6+LRP6)
WNT7B_FZD7_LRP6,WNT7B_FZD7_LRP6,WNT,WNT7B,FZD7_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7B - (FZD7+LRP6)
WNT7B_FZD8_LRP6,WNT7B_FZD8_LRP6,WNT,WNT7B,FZD8_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7B - (FZD8+LRP6)
WNT7B_FZD9_LRP6,WNT7B_FZD9_LRP6,WNT,WNT7B,FZD9_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7B - (FZD9+LRP6)
WNT8A_FZD1_LRP6,WNT8A_FZD1_LRP6,WNT,WNT8A,FZD1_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8A - (FZD1+LRP6)
WNT8A_FZD10_LRP6,WNT8A_FZD10_LRP6,WNT,WNT8A,FZD10_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8A - (FZD10+LRP6)
WNT8A_FZD2_LRP6,WNT8A_FZD2_LRP6,WNT,WNT8A,FZD2_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8A - (FZD2+LRP6)
WNT8A_FZD3_LRP6,WNT8A_FZD3_LRP6,WNT,WNT8A,FZD3_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8A - (FZD3+LRP6)
WNT8A_FZD4_LRP6,WNT8A_FZD4_LRP6,WNT,WNT8A,FZD4_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8A - (FZD4+LRP6)
WNT8A_FZD5_LRP6,WNT8A_FZD5_LRP6,WNT,WNT8A,FZD5_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8A - (FZD5+LRP6)
WNT8A_FZD6_LRP6,WNT8A_FZD6_LRP6,WNT,WNT8A,FZD6_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8A - (FZD6+LRP6)
WNT8A_FZD7_LRP6,WNT8A_FZD7_LRP6,WNT,WNT8A,FZD7_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8A - (FZD7+LRP6)
WNT8A_FZD8_LRP6,WNT8A_FZD8_LRP6,WNT,WNT8A,FZD8_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8A - (FZD8+LRP6)
WNT8A_FZD9_LRP6,WNT8A_FZD9_LRP6,WNT,WNT8A,FZD9_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8A - (FZD9+LRP6)
WNT8B_FZD1_LRP6,WNT8B_FZD1_LRP6,WNT,WNT8B,FZD1_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8B - (FZD1+LRP6)
WNT8B_FZD10_LRP6,WNT8B_FZD10_LRP6,WNT,WNT8B,FZD10_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8B - (FZD10+LRP6)
WNT8B_FZD2_LRP6,WNT8B_FZD2_LRP6,WNT,WNT8B,FZD2_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8B - (FZD2+LRP6)
WNT8B_FZD3_LRP6,WNT8B_FZD3_LRP6,WNT,WNT8B,FZD3_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8B - (FZD3+LRP6)
WNT8B_FZD4_LRP6,WNT8B_FZD4_LRP6,WNT,WNT8B,FZD4_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8B - (FZD4+LRP6)
WNT8B_FZD5_LRP6,WNT8B_FZD5_LRP6,WNT,WNT8B,FZD5_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8B - (FZD5+LRP6)
WNT8B_FZD6_LRP6,WNT8B_FZD6_LRP6,WNT,WNT8B,FZD6_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8B - (FZD6+LRP6)
WNT8B_FZD7_LRP6,WNT8B_FZD7_LRP6,WNT,WNT8B,FZD7_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8B - (FZD7+LRP6)
WNT8B_FZD8_LRP6,WNT8B_FZD8_LRP6,WNT,WNT8B,FZD8_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8B - (FZD8+LRP6)
WNT8B_FZD9_LRP6,WNT8B_FZD9_LRP6,WNT,WNT8B,FZD9_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8B - (FZD9+LRP6)
WNT9A_FZD1_LRP6,WNT9A_FZD1_LRP6,WNT,WNT9A,FZD1_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9A - (FZD1+LRP6)
WNT9A_FZD10_LRP6,WNT9A_FZD10_LRP6,WNT,WNT9A,FZD10_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9A - (FZD10+LRP6)
WNT9A_FZD2_LRP6,WNT9A_FZD2_LRP6,WNT,WNT9A,FZD2_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9A - (FZD2+LRP6)
WNT9A_FZD3_LRP6,WNT9A_FZD3_LRP6,WNT,WNT9A,FZD3_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9A - (FZD3+LRP6)
WNT9A_FZD4_LRP6,WNT9A_FZD4_LRP6,WNT,WNT9A,FZD4_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9A - (FZD4+LRP6)
WNT9A_FZD5_LRP6,WNT9A_FZD5_LRP6,WNT,WNT9A,FZD5_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9A - (FZD5+LRP6)
WNT9A_FZD6_LRP6,WNT9A_FZD6_LRP6,WNT,WNT9A,FZD6_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9A - (FZD6+LRP6)
WNT9A_FZD7_LRP6,WNT9A_FZD7_LRP6,WNT,WNT9A,FZD7_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9A - (FZD7+LRP6)
WNT9A_FZD8_LRP6,WNT9A_FZD8_LRP6,WNT,WNT9A,FZD8_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9A - (FZD8+LRP6)
WNT9A_FZD9_LRP6,WNT9A_FZD9_LRP6,WNT,WNT9A,FZD9_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9A - (FZD9+LRP6)
WNT9B_FZD1_LRP6,WNT9B_FZD1_LRP6,WNT,WNT9B,FZD1_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9B - (FZD1+LRP6)
WNT9B_FZD10_LRP6,WNT9B_FZD10_LRP6,WNT,WNT9B,FZD10_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9B - (FZD10+LRP6)
WNT9B_FZD2_LRP6,WNT9B_FZD2_LRP6,WNT,WNT9B,FZD2_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9B - (FZD2+LRP6)
WNT9B_FZD3_LRP6,WNT9B_FZD3_LRP6,WNT,WNT9B,FZD3_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9B - (FZD3+LRP6)
WNT9B_FZD4_LRP6,WNT9B_FZD4_LRP6,WNT,WNT9B,FZD4_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9B - (FZD4+LRP6)
WNT9B_FZD5_LRP6,WNT9B_FZD5_LRP6,WNT,WNT9B,FZD5_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9B - (FZD5+LRP6)
WNT9B_FZD6_LRP6,WNT9B_FZD6_LRP6,WNT,WNT9B,FZD6_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9B - (FZD6+LRP6)
WNT9B_FZD7_LRP6,WNT9B_FZD7_LRP6,WNT,WNT9B,FZD7_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9B - (FZD7+LRP6)
WNT9B_FZD8_LRP6,WNT9B_FZD8_LRP6,WNT,WNT9B,FZD8_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9B - (FZD8+LRP6)
WNT9B_FZD9_LRP6,WNT9B_FZD9_LRP6,WNT,WNT9B,FZD9_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9B - (FZD9+LRP6)
WNT5A_FZD1,WNT5A_FZD1,ncWNT,WNT5A,FZD1,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT5A - FZD1
WNT5A_FZD10,WNT5A_FZD10,ncWNT,WNT5A,FZD10,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT5A - FZD10
WNT5A_FZD2,WNT5A_FZD2,ncWNT,WNT5A,FZD2,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT5A - FZD2
WNT5A_FZD3,WNT5A_FZD3,ncWNT,WNT5A,FZD3,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT5A - FZD3
WNT5A_FZD4,WNT5A_FZD4,ncWNT,WNT5A,FZD4,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT5A - FZD4
WNT5A_FZD5,WNT5A_FZD5,ncWNT,WNT5A,FZD5,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT5A - FZD5
WNT5A_FZD6,WNT5A_FZD6,ncWNT,WNT5A,FZD6,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT5A - FZD6
WNT5A_FZD7,WNT5A_FZD7,ncWNT,WNT5A,FZD7,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT5A - FZD7
WNT5A_FZD8,WNT5A_FZD8,ncWNT,WNT5A,FZD8,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT5A - FZD8
WNT5A_FZD9,WNT5A_FZD9,ncWNT,WNT5A,FZD9,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT5A - FZD9
WNT5A_MCAM,WNT5A_MCAM,ncWNT,WNT5A,MCAM,,,,,PMID: 24335906,Secreted Signaling,WNT5A - MCAM
WNT5B_FZD1,WNT5B_FZD1,ncWNT,WNT5B,FZD1,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT5B - FZD1
WNT5B_FZD10,WNT5B_FZD10,ncWNT,WNT5B,FZD10,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT5B - FZD10
WNT5B_FZD2,WNT5B_FZD2,ncWNT,WNT5B,FZD2,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT5B - FZD2
WNT5B_FZD3,WNT5B_FZD3,ncWNT,WNT5B,FZD3,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT5B - FZD3
WNT5B_FZD4,WNT5B_FZD4,ncWNT,WNT5B,FZD4,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT5B - FZD4
WNT5B_FZD5,WNT5B_FZD5,ncWNT,WNT5B,FZD5,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT5B - FZD5
WNT5B_FZD6,WNT5B_FZD6,ncWNT,WNT5B,FZD6,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT5B - FZD6
WNT5B_FZD7,WNT5B_FZD7,ncWNT,WNT5B,FZD7,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT5B - FZD7
WNT5B_FZD8,WNT5B_FZD8,ncWNT,WNT5B,FZD8,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT5B - FZD8
WNT5B_FZD9,WNT5B_FZD9,ncWNT,WNT5B,FZD9,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT5B - FZD9
WNT11_FZD1,WNT11_FZD1,ncWNT,WNT11,FZD1,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT11 - FZD1
WNT11_FZD10,WNT11_FZD10,ncWNT,WNT11,FZD10,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT11 - FZD10
WNT11_FZD2,WNT11_FZD2,ncWNT,WNT11,FZD2,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT11 - FZD2
WNT11_FZD3,WNT11_FZD3,ncWNT,WNT11,FZD3,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT11 - FZD3
WNT11_FZD4,WNT11_FZD4,ncWNT,WNT11,FZD4,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT11 - FZD4
WNT11_FZD5,WNT11_FZD5,ncWNT,WNT11,FZD5,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT11 - FZD5
WNT11_FZD6,WNT11_FZD6,ncWNT,WNT11,FZD6,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT11 - FZD6
WNT11_FZD7,WNT11_FZD7,ncWNT,WNT11,FZD7,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT11 - FZD7
WNT11_FZD8,WNT11_FZD8,ncWNT,WNT11,FZD8,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT11 - FZD8
WNT11_FZD9,WNT11_FZD9,ncWNT,WNT11,FZD9,,,ncWNT activation receptor,,KEGG: hsa04310,Secreted Signaling,WNT11 - FZD9
EGF_EGFR,EGF_EGFR,EGF,EGF,EGFR,,,,,KEGG: hsa04012,Secreted Signaling,EGF - EGFR
EGF_EGFR_ERBB2,EGF_EGFR_ERBB2,EGF,EGF,EGFR_ERBB2,,,,,KEGG: hsa04012,Secreted Signaling,EGF - (EGFR+ERBB2)
TGFA_EGFR,TGFA_EGFR,EGF,TGFA,EGFR,,,,,KEGG: hsa04012,Secreted Signaling,TGFA - EGFR
TGFA_EGFR_ERBB2,TGFA_EGFR_ERBB2,EGF,TGFA,EGFR_ERBB2,,,,,KEGG: hsa04012,Secreted Signaling,TGFA - (EGFR+ERBB2)
AREG_EGFR,AREG_EGFR,EGF,AREG,EGFR,,,,,KEGG: hsa04012,Secreted Signaling,AREG - EGFR
AREG_EGFR_ERBB2,AREG_EGFR_ERBB2,EGF,AREG,EGFR_ERBB2,,,,,KEGG: hsa04012,Secreted Signaling,AREG - (EGFR+ERBB2)
BTC_EGFR,BTC_EGFR,EGF,BTC,EGFR,,,,,KEGG: hsa04012,Secreted Signaling,BTC - EGFR
BTC_EGFR_ERBB2,BTC_EGFR_ERBB2,EGF,BTC,EGFR_ERBB2,,,,,KEGG: hsa04012,Secreted Signaling,BTC - (EGFR+ERBB2)
BTC_ERBB4,BTC_ERBB4,EGF,BTC,ERBB4,,,,,KEGG: hsa04012,Secreted Signaling,BTC - ERBB4
BTC_ERBB2_ERBB4,BTC_ERBB2_ERBB4,EGF,BTC,ERBB2_ERBB4,,,,,KEGG: hsa04012,Secreted Signaling,BTC - (ERBB2+ERBB4)
HBEGF_EGFR,HBEGF_EGFR,EGF,HBEGF,EGFR,,,,,KEGG: hsa04012,Secreted Signaling,HBEGF - EGFR
HBEGF_EGFR_ERBB2,HBEGF_EGFR_ERBB2,EGF,HBEGF,EGFR_ERBB2,,,,,KEGG: hsa04012,Secreted Signaling,HBEGF - (EGFR+ERBB2)
HBEGF_ERBB4,HBEGF_ERBB4,EGF,HBEGF,ERBB4,,,,,KEGG: hsa04012,Secreted Signaling,HBEGF - ERBB4
HBEGF_ERBB2_ERBB4,HBEGF_ERBB2_ERBB4,EGF,HBEGF,ERBB2_ERBB4,,,,,KEGG: hsa04012,Secreted Signaling,HBEGF - (ERBB2+ERBB4)
EREG_EGFR,EREG_EGFR,EGF,EREG,EGFR,,,,,KEGG: hsa04012,Secreted Signaling,EREG - EGFR
EREG_EGFR_ERBB2,EREG_EGFR_ERBB2,EGF,EREG,EGFR_ERBB2,,,,,KEGG: hsa04012,Secreted Signaling,EREG - (EGFR+ERBB2)
EREG_ERBB4,EREG_ERBB4,EGF,EREG,ERBB4,,,,,KEGG: hsa04012,Secreted Signaling,EREG - ERBB4
EREG_ERBB2_ERBB4,EREG_ERBB2_ERBB4,EGF,EREG,ERBB2_ERBB4,,,,,KEGG: hsa04012,Secreted Signaling,EREG - (ERBB2+ERBB4)
NRG1_ERBB3,NRG1_ERBB3,NRG,NRG1,ERBB3,,,,,KEGG: hsa04012,Secreted Signaling,NRG1 - ERBB3
NRG1_ERBB2_ERBB3,NRG1_ERBB2_ERBB3,NRG,NRG1,ERBB2_ERBB3,,,,,KEGG: hsa04012,Secreted Signaling,NRG1 - (ERBB2+ERBB3)
NRG1_ERBB4,NRG1_ERBB4,NRG,NRG1,ERBB4,,,,,KEGG: hsa04012,Secreted Signaling,NRG1 - ERBB4
NRG1_ERBB2_ERBB4,NRG1_ERBB2_ERBB4,NRG,NRG1,ERBB2_ERBB4,,,,,KEGG: hsa04012,Secreted Signaling,NRG1 - (ERBB2+ERBB4)
NRG2_ERBB3,NRG2_ERBB3,NRG,NRG2,ERBB3,,,,,KEGG: hsa04012,Secreted Signaling,NRG2 - ERBB3
NRG2_ERBB2_ERBB3,NRG2_ERBB2_ERBB3,NRG,NRG2,ERBB2_ERBB3,,,,,KEGG: hsa04012,Secreted Signaling,NRG2 - (ERBB2+ERBB3)
NRG2_ERBB4,NRG2_ERBB4,NRG,NRG2,ERBB4,,,,,KEGG: hsa04012,Secreted Signaling,NRG2 - ERBB4
NRG2_ERBB2_ERBB4,NRG2_ERBB2_ERBB4,NRG,NRG2,ERBB2_ERBB4,,,,,KEGG: hsa04012,Secreted Signaling,NRG2 - (ERBB2+ERBB4)
NRG3_ERBB4,NRG3_ERBB4,NRG,NRG3,ERBB4,,,,,KEGG: hsa04012,Secreted Signaling,NRG3 - ERBB4
NRG3_ERBB2_ERBB4,NRG3_ERBB2_ERBB4,NRG,NRG3,ERBB2_ERBB4,,,,,KEGG: hsa04012,Secreted Signaling,NRG3 - (ERBB2+ERBB4)
NRG4_ERBB4,NRG4_ERBB4,NRG,NRG4,ERBB4,,,,,KEGG: hsa04012,Secreted Signaling,NRG4 - ERBB4
NRG4_ERBB2_ERBB4,NRG4_ERBB2_ERBB4,NRG,NRG4,ERBB2_ERBB4,,,,,KEGG: hsa04012,Secreted Signaling,NRG4 - (ERBB2+ERBB4)
NRG1_ITGAV_ITGB3,NRG1_ITGAV_ITGB3,NRG,NRG1,ITGAV_ITGB3,,,,,PMID: 20682778,Secreted Signaling,NRG1 - (ITGAV+ITGB3)
FGF1_FGFR1,FGF1_FGFR1,FGF,FGF1,FGFR1,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling,FGF1 - FGFR1
FGF1_FGFR2,FGF1_FGFR2,FGF,FGF1,FGFR2,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling,FGF1 - FGFR2
FGF1_FGFR3,FGF1_FGFR3,FGF,FGF1,FGFR3,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling,FGF1 - FGFR3
FGF1_FGFR4,FGF1_FGFR4,FGF,FGF1,FGFR4,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling,FGF1 - FGFR4
FGF2_FGFR1,FGF2_FGFR1,FGF,FGF2,FGFR1,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling,FGF2 - FGFR1
FGF2_FGFR2,FGF2_FGFR2,FGF,FGF2,FGFR2,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling,FGF2 - FGFR2
FGF2_FGFR3,FGF2_FGFR3,FGF,FGF2,FGFR3,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling,FGF2 - FGFR3
FGF2_FGFR4,FGF2_FGFR4,FGF,FGF2,FGFR4,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling,FGF2 - FGFR4
FGF4_FGFR1,FGF4_FGFR1,FGF,FGF4,FGFR1,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling,FGF4 - FGFR1
FGF4_FGFR2,FGF4_FGFR2,FGF,FGF4,FGFR2,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling,FGF4 - FGFR2
FGF4_FGFR3,FGF4_FGFR3,FGF,FGF4,FGFR3,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling,FGF4 - FGFR3
FGF4_FGFR4,FGF4_FGFR4,FGF,FGF4,FGFR4,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling,FGF4 - FGFR4
FGF5_FGFR1,FGF5_FGFR1,FGF,FGF5,FGFR1,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling,FGF5 - FGFR1
FGF5_FGFR2,FGF5_FGFR2,FGF,FGF5,FGFR2,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling,FGF5 - FGFR2
FGF5_FGFR3,FGF5_FGFR3,FGF,FGF5,FGFR3,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling,FGF5 - FGFR3
